Rank,Name,Tags,Rating
10359,Isekai Quartet Relay PV,no synopsi yet - check back soon! minoruashina comedi fantasi chibi person in a strang world promot short episod 2018 ova,3.2
10360,Usogui,"usogui follow the exploit of bak madaram known as the lie eater as he gambl against malevol peopl who wish to kill him in the ultim gamble. the game are as deprav as the peopl who place the bet such as old maid, hangman and escap the abandon building. bak ultim goal to keep hi life and in thi process enter kager the third parti who overse and secur these game and get rid of anyon who interfer with them. follow bak as he attempt to out-gambl and get control of kagerou. toshiosako seinen gambl high stake game base on a manga 2012 movi",3.2
10361,A Wind Named Amnesia,"at the height of civilization, mankind stretch it reach from the distant corner of the globe, to outer space. man fate took a turn for the wors when a sudden wind swept across the earth, caus all human be to lose everi memori they owned, and in essence, their humanity. now, in a primal world with no rules, one man must endeavor to survive, to discov the futur of humankind. kazuoyamazaki adventur sci fi america post-apocalypt base on a light novel nuditi 1990 movi",3.2
10362,Betterman,"after a random encount with hi childhood friend hinoki, keita find himself in the cockpit of a power mecha known as a neuroroid alongsid the girl. though he onc wa a typic teenag boy, keita now must help the employe of akamatsu industri as they tri to solv the mysteri of algernon, a deadli afflict that caus the infect to becom homicid violent. what is algernon, and who is the mysteri betterman who tend to show up when danger present itself? keita and the gang are determin to uncov the truth, by ani mean necessary. yoshitomoyonetani mecha sci fi 1999 longseri",3.2
10364,Osamake: Romcom Where The Childhood Friend Won't Lose,"she smile just for me. her name is kachi shirokusa and she\ even an award-win high school girl writer! and she\ beautiful! i know that she\ total out of reach for me, a normal high school kid name maru sueharu! but i think something\ there... no, there\ definit someth there! or so i thought... but kachi ha a boyfriend?! see me depressed, my friend ever sinc we were littl who\ cute, cheerful, and love to look after others, shida kuroha... who also appar had no problem tell me that she like me for some reason just suggested, let\ get revenge. shuichinimaru comedi drama harem romanc childhood friend reveng school life base on a light novel 2021 miniseri",3.2
10366,God Eater Rezo Nantoka Gekijou: Episode EX,no synopsi yet - check back soon! parakoshinohara comedi slice of life chibi parodi person in a strang world short episod base on a mobil game 2018 movi,3.2
10367,TO,"on the hunt for new resources, human have made great stride in conquer part of the galaxy. but no matter how advanc the technology, our mistrust human natur come back to haunt us. on a space station orbit earth, old war threaten a project to bring new energi resourc to the people, while on a newly-discov planet the coloni of eurasia and america-europ seem incap of work togeth to help each other survive. can the ordinari peopl caught in the middl of these clash of civilis resist the tide of hate and show a new way for human to move forward into a peac future? yukinobuhoshino sci fi seinen outer space base on a manga cg anim 2009 ova",3.2
10368,Hachioji-P: Carry Me Off,no synopsi yet - check back soon! wakamurap vocaloid cg anim 2014 movi,3.2
10370,Upotte!! OVA,"the cast head off to camp in the mountain dure summer break. along with fishing, cooking, and split watermelons, they discov a hot spring. kitsunetennouji ecchi shounen slice of life anthropomorph the great outdoor base on a manga 2012 movi",3.2
10371,The Dagger of Kamui,"a young boy name jiro find hi mother and sister murder in hi home. fals accus of the crime, he flee from hi villag and meet a priest name tenkai, who ha him kill a rogu ninja name tarouza. after fulfil that task, jiro undergo train to becom a master assassin. mani year later, jiro find out that he wa an orphan and hi real father wa tarouza, who had work for tenkai until he abort hi mission when he fell in love with an ainu woman. the young ninja discov that the shogun wa to retriev the lost treasur of captain kidd and use it to onc again isol japan from the rest of the world. use the clue that tarouza had kept secret, jiro - along with the femal ninja oyuki and a slave name sam - travel to russia and america to search for the treasur in hope of use it to extract reveng from tenkai. rintar action adventur ninja reveng violenc 1985 movi",3.2
10373,Kimi no Iru Basho,"in the distant futur a girl wa use to recreat a lost citi in virtual space. due to be hospit for an incur disease, sachi becom lone but still fall in love with a boy, ryou, who goe to school as she watch from her hospit window. she confus by a tingl new emot and the line of realiti begin to blur as she subconsci tri to pull him into the digit world. loundraw sci fi ill 2017 movi",3.2
10374,Hana no Asukagumi! 2: Lonely Cats Battle Royale,no synopsi yet - check back soon! satosumitakaguchi shoujo delinqu base on a manga 1990 movi,3.2
10375,Himitsu no Akko-chan,"akko and her mother have been live togeth sinc their father becam the captain of a luxuri cruiser. one day, atsuko accident broke her favourit mirror. she made a grave for it. on the same night, the sky brighten and akko reciev a gift, a compact mirror, from the mirror spirit for her kind-heartedness. whenev she sing the magic words, the magic compact mirror will alow her to transform into anyth she hope to be. fujioakatsuka magic girl shoujo henshin hero magic base on a manga 1969 longseri",3.2
10377,Pinocchio-P: Antenna,no synopsi yet - check back soon! yumasaito vocaloid 2021 movi,3.2
10378,Green Green,"deep in the mountains, isol from civilization, there is a boys-onli school that will final be receiv it first class of girl in an attempt to transform the school into a co-e one. most of the boy have never been in contact with girl of their own age, lead to an explos of hormon craziness. from the sickeningli pervert fetishist guys, to a rather odd girl that seem to be chase the most normal guy in the school for reason known onli to her, there twist humor to be had. yuujimut comedi ecchi romanc board school newli co-e school school life base on an erog base on a visual novel 2003 miniseri",3.2
10379,Street Fighter IV: The Ties That Bind,"throughout the world, fighter have begun to suddenli disappear - all of them master in their particular combat discipline. guil and chun li are assign to investig the situat and find out what they can. meanwhile, cammi delta red team ha investig of it own to make, as a mysteri forc seem to have torn a hole in the amazon jungle. at the same time, a secret agent seem to be track ryu, and it not long befor everybodi els eye are on the legendari and elus fighter. but ryu ha problem of hi own; is he realli abl to control the power of the dark hadou which well insid him? jirokanai action hand to hand combat martial art base on a video game 2009 movi",3.2
10380,Soriton no Akuma,"in a near future, kurase, an employe of an underwat drill company, is caught amid a major disast while wait for hi ex-wif and daughter who were about to visit him. the biggest man-mad object on the planet, an inhabit artifici island name ocean techno polis, is quickli destroy by an unknown being. to rescu hi child and her mother, kuras will need to contact a japanes submarin that wa on a secret mission nearby. yoshiotakeuchi drama sci fi militari ocean submarin base on a novel 1997 movi",3.2
10381,Tokyo Pig,"spencer is a typic third grade student with a not so typic ability: when he write entri in hi diary, they come true! in addit to caus hi famili to eat fri pencil ball for dinner, spencer make the ultim mistak when he write about a hord of fli pigs. and though he’ abl to eras all of them from existence, one of them slip through the crack and remain a reality! thi pig – which spencer dub sunni pig – becom spencer’ companion in hi everyday adventures. from tri to stop spencer father to cook dinner to solv the disappear of a local weather reporter, there’ plenti of fun time to be had in the life of thi wacki family! shinichiwatanab comedi slice of life chibi episod famili friendli pig 1997 longseri",3.2
10385,Oretacha Youkai Ningen,no synopsi yet - check back soon! yuzuruadachi comedi demon short episod supernatur youkai flash anim 2017 longseri,3.2
10386,Hoka Hoka Kazoku,no synopsi yet - check back soon! toshitakatsunoda comedi slice of life short episod 1976 longseri,3.2
10387,Rakugo Tennyo Oyui,tsukishima yui and 5 other girl were summon into the edo period by a mysteri stone and each one of them had a power to protect peopl from evil and yui power were word her hope-giv kind words. yoshihirotakamoto adventur comedi fantasi feudal japan histor person in a strang world rakugo samurai summon into anoth world time travel origin work 2006 miniseri,3.2
